sample_id,path,total_reads,filename,title,study,bioproject_accession,accession,biosample_accession,library_id,data_type,filetype,cell_type,generator_facility,production,iso_filename,platform_unit_1,platform_unit_2,barcode,basecaller,basecaller_version,platform,instrument_model,iso_library_id,ccs_algorithm,pbtrim_version,jasmine_version,lima_version,refine_version,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,design_description,polymerase_version,seq_plate_chemistry_version,pool,ntsm_score,similarity,check-flnc reads,generator_contact
HG03195,s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_Kinnex/HG03195.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam,11766121,HG03195.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03195.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-5.bam,m84081_240721_102523_s4,m84081_240721_082556_s3,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_12,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool12,0.151993,1,TRUE,iviolich@ucsc.edu
HG03198,s3://human-pangenomics/working/HPRC/HG03198/raw_data/PacBio_Kinnex/HG03198.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4.flnc.bam,19176045,HG03198.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03198.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_241030_015357_s1,m84203_241029_235436_s4,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool18,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool018,0.170278,1,TRUE,iviolich@ucsc.edu
HG03209,s3://human-pangenomics/working/HPRC/HG03209/raw_data/PacBio_Kinnex/HG03209.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam,10077421,HG03209.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03209.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-8.bam,m84081_240721_102523_s4,m84081_240721_082556_s3,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_12,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool12,0.158987,1,TRUE,iviolich@ucsc.edu
HG03225,s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_Kinnex/HG03225.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam,15688985,HG03225.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03225.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240721_102523_s4,m84081_240721_082556_s3,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_12,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool12,0.169804,1,TRUE,iviolich@ucsc.edu
HG03239,s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_Kinnex/HG03239.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,14289676,HG03239.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03239.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240719_223349_s3,m84081_240720_003316_s4,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_10,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool10,0.171519,1,TRUE,iviolich@ucsc.edu
HG03258,s3://human-pangenomics/working/HPRC/HG03258/raw_data/PacBio_Kinnex/HG03258.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3.flnc.bam,6416213,HG03258.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03258.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-1.bam,m84203_240816_214515_s4,m84203_240816_194554_s3,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool1,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool001,0.203666,1,TRUE,iviolich@ucsc.edu
HG03270,s3://human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_Kinnex/HG03270.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,16007083,HG03270.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03270.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-5.bam,m84081_240728_071012_s1,m84081_240728_051033_s2,bc09,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_19,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool19,0.173621,1,TRUE,iviolich@ucsc.edu
HG03271,s3://human-pangenomics/working/HPRC/HG03271/raw_data/PacBio_Kinnex/HG03271.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,10097645,HG03271.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03271.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-1.bam,m84203_240818_013712_s4,m84203_240817_233747_s3,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool3,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool003,0.180214,1,TRUE,iviolich@ucsc.edu
HG03366,s3://human-pangenomics/working/HPRC/HG03366/raw_data/PacBio_Kinnex/HG03366.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1.flnc.bam,15274051,HG03366.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03366.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-6.bam,m84203_240906_021727_s2,m84203_240906_001817_s1,bc06,,5,PACBIO,REVIO,HPRC_Kinnex_Pool9,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool009,0.16559,1,TRUE,iviolich@ucsc.edu
HG03369,s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_Kinnex/HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,13902428,HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-2.bam,m84203_241023_010712_s4,m84203_241023_030638_s1,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool21,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool021,0.190931,1,TRUE,iviolich@ucsc.edu
HG03372,s3://human-pangenomics/working/HPRC/HG03372/raw_data/PacBio_Kinnex/HG03372.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3.flnc.bam,10498986,HG03372.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03372.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_241028_160334_s2,m84203_241028_180304_s3,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool15,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool015,0.188303,1,TRUE,iviolich@ucsc.edu
HG03388,s3://human-pangenomics/working/HPRC/HG03388/raw_data/PacBio_Kinnex/HG03388.lymph.m84046_240727_105921_s1.flnc.bam,7526960,HG03388.lymph.m84046_240727_105921_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03388.lymph.m84046_240727_105921_s1,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-1.bam,m84046_240727_105921_s1,NA,bc01,,5,PACBIO,REVIO,HPRC_Pool004.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool004.KN,0.187014,1,TRUE,iviolich@ucsc.edu
HG03388,s3://human-pangenomics/working/HPRC/HG03388/raw_data/PacBio_Kinnex/HG03388.lymph.m84046_240727_125908_s2.flnc.bam,7754476,HG03388.lymph.m84046_240727_125908_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03388.lymph.m84046_240727_125908_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-1.bam,m84046_240727_125908_s2,NA,bc01,,5,PACBIO,REVIO,HPRC_Pool004.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool004.KN,0.181164,1,TRUE,iviolich@ucsc.edu
HG03432,s3://human-pangenomics/working/HPRC/HG03432/raw_data/PacBio_Kinnex/HG03432.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,11327354,HG03432.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03432.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-3.bam,m84203_240818_013712_s4,m84203_240817_233747_s3,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool3,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool003,0.170119,1,TRUE,iviolich@ucsc.edu
HG03445,s3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_Kinnex/HG03445.lymph.m84046_240727_105921_s1.flnc.bam,7241263,HG03445.lymph.m84046_240727_105921_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03445.lymph.m84046_240727_105921_s1,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240727_105921_s1,NA,bc05,,5,PACBIO,REVIO,HPRC_Pool004.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool004.KN,0.190816,1,TRUE,iviolich@ucsc.edu
HG03445,s3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_Kinnex/HG03445.lymph.m84046_240727_125908_s2.flnc.bam,7451995,HG03445.lymph.m84046_240727_125908_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03445.lymph.m84046_240727_125908_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240727_125908_s2,NA,bc05,,5,PACBIO,REVIO,HPRC_Pool004.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool004.KN,0.185531,1,TRUE,iviolich@ucsc.edu
HG03453,s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_Kinnex/HG03453.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,13599049,HG03453.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03453.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-6.bam,m84081_240703_203142_s1,m84081_240709_185528_s2,bc10,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_2,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool2,0.155434,1,TRUE,iviolich@ucsc.edu
HG03457,s3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_Kinnex/HG03457.lymph.m84203_241029_195536_s2-m84203_241029_215509_s3.flnc.bam,12542717,HG03457.lymph.m84203_241029_195536_s2-m84203_241029_215509_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03457.lymph.m84203_241029_195536_s2-m84203_241029_215509_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-1.bam,m84203_241029_195536_s2,m84203_241029_215509_s3,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool17,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool017,0.173943,1,TRUE,iviolich@ucsc.edu
HG03458,s3://human-pangenomics/working/HPRC/HG03458/raw_data/PacBio_Kinnex/HG03458.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,10169009,HG03458.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03458.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240722_210122_s1,m84081_240722_190156_s2,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_13,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool13,0.16423,1,TRUE,iviolich@ucsc.edu
HG03460,s3://human-pangenomics/working/HPRC/HG03460/raw_data/PacBio_Kinnex/HG03460.lymph.m84046_240727_145828_s3.flnc.bam,7235243,HG03460.lymph.m84046_240727_145828_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03460.lymph.m84046_240727_145828_s3,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-4.bam,m84046_240727_145828_s3,NA,bc04,,5,PACBIO,REVIO,HPRC_Pool005.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool005.KN,0.18177,1,TRUE,iviolich@ucsc.edu
HG03460,s3://human-pangenomics/working/HPRC/HG03460/raw_data/PacBio_Kinnex/HG03460.lymph.m84046_240727_165745_s4.flnc.bam,6925518,HG03460.lymph.m84046_240727_165745_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03460.lymph.m84046_240727_165745_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-4.bam,m84046_240727_165745_s4,NA,bc04,,5,PACBIO,REVIO,HPRC_Pool005.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool005.KN,0.171063,1,TRUE,iviolich@ucsc.edu
HG03470,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_Kinnex/HG03470.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,9215824,HG03470.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03470.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240722_210122_s1,m84081_240722_190156_s2,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_13,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool13,0.163283,1,TRUE,iviolich@ucsc.edu
HG03471,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_Kinnex/HG03471.lymph.m84046_240713_071511_s3.flnc.bam,7605827,HG03471.lymph.m84046_240713_071511_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03471.lymph.m84046_240713_071511_s3,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240713_071511_s3,NA,bc09,,5,PACBIO,REVIO,HPRC_Pool002.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool002.KN,0.181317,1,TRUE,iviolich@ucsc.edu
HG03471,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_Kinnex/HG03471.lymph.m84046_240717_105141_s2.flnc.bam,7478691,HG03471.lymph.m84046_240717_105141_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03471.lymph.m84046_240717_105141_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240717_105141_s2,NA,bc09,,5,PACBIO,REVIO,HPRC_Pool002.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool002.KN,0.181317,1,TRUE,iviolich@ucsc.edu
HG03516,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_Kinnex/HG03516.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,11381927,HG03516.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03516.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-7.bam,m84081_240703_203142_s1,m84081_240709_185528_s2,bc11,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_2,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool2,0.147175,1,TRUE,iviolich@ucsc.edu
HG03521,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_Kinnex/HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,15478900,HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_240913_222952_s1,m84203_240914_002916_s2,bc04,,5,PACBIO,REVIO,HPRC_Kinnex_Pool13,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool013,0.164513,1,TRUE,iviolich@ucsc.edu
HG03540,s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_Kinnex/HG03540.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,18061641,HG03540.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03540.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-8.bam,m84081_240703_203142_s1,m84081_240709_185528_s2,bc12,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_2,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool2,0.164538,1,TRUE,iviolich@ucsc.edu
HG03557,s3://human-pangenomics/working/HPRC/HG03557/raw_data/PacBio_Kinnex/HG03557.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2.flnc.bam,11150465,HG03557.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03557.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_240816_234426_s1,m84203_240817_014338_s2,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool2,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool002,0.186362,1,TRUE,iviolich@ucsc.edu
HG03567,s3://human-pangenomics/working/HPRC/HG03567/raw_data/PacBio_Kinnex/HG03567.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1.flnc.bam,14466880,HG03567.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03567.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-1.bam,m84203_240906_021727_s2,m84203_240906_001817_s1,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool9,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool009,0.178482,1,TRUE,iviolich@ucsc.edu
HG03579,s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_Kinnex/HG03579.lymph.m84046_240713_051553_s2.flnc.bam,5273930,HG03579.lymph.m84046_240713_051553_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03579.lymph.m84046_240713_051553_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240713_051553_s2,NA,bc05,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.178394,1,TRUE,iviolich@ucsc.edu
HG03579,s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_Kinnex/HG03579.lymph.m84046_240722_012946_s4.flnc.bam,5780132,HG03579.lymph.m84046_240722_012946_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03579.lymph.m84046_240722_012946_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240722_012946_s4,NA,bc05,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.1726,1,TRUE,iviolich@ucsc.edu
